x_m,y_m,confidence,hazard
-88.80414529560949,6.79149900082848,1.0,1.0
-6856.9469210526295,-803.1030333333383,0.50645163120658,1.0
2983.5933061673713,-5258.315955506613,0.4950331386046645,1.0
1710.691770270263,3314.0140837837753,0.4878629069122422,1.0
-4994.770807692315,-6035.92354615385,0.4287990664949582,1.0
6437.889854430381,-2401.257041772158,0.39173280265914157,1.0
-2270.403242268061,-5103.27485463918,0.38735034075392355,1.0
359.0261511627905,-5593.025513953493,0.05832819387697227,1.0
4293.814357142852,5348.266014285708,0.0,1.0
